tuke,0.494303799,0.336824982,"{""Name"":""tuke"",""Count"":0.494},",,,,,,,,,,,,,,,verd,0.079600624,0.005389542
cellist,0.487592583,0.24688247,"{""Name"":""cellist"",""Count"":0.488},",,,,,,,,,,,,,,,shan,0.057121289,0.005448796
lenient,0.48662378,0.520496109,"{""Name"":""lenient"",""Count"":0.487},",,,,,,,,,,,,,,,slow,0.019774054,0.005478096
tarantula,0.486303655,0.198339386,"{""Name"":""tarantula"",""Count"":0.486},",,,,,,,,,,,,,,,mapo,0.041090076,0.005504551
banff,0.485829159,0.765690839,"{""Name"":""banff"",""Count"":0.486},",,,,,,,,,,,,,,,fabric,0.009874182,0.005612788
cassian,0.485299841,0.341446881,"{""Name"":""cassian"",""Count"":0.485},",,,,,,,,,,,,,,,shrimp,0.158105981,0.005639073
scruto,0.482876744,0.735659476,"{""Name"":""scruto"",""Count"":0.483},",,,,,,,,,,,,,,,transocean,0.187042062,0.005706996
wi,0.482175385,0.583995815,"{""Name"":""wi"",""Count"":0.482},",,,,,,,,,,,,,,,tantamount,0.088178776,0.005758772
spill,0.480223892,0.866245477,"{""Name"":""spill"",""Count"":0.48},",,,,,,,,,,,,,,,interim,0.214109644,0.005856871
grandeur,0.479685236,0.85643116,"{""Name"":""grandeur"",""Count"":0.48},",,,,,,,,,,,,,,,let,0.043581725,0.005857785
ducal,0.479123321,0.670869545,"{""Name"":""ducal"",""Count"":0.479},",,,,,,,,,,,,,,,baster,0.099121166,0.005912853
establish,0.478332767,0.437009215,"{""Name"":""establish"",""Count"":0.478},",,,,,,,,,,,,,,,snip,0.103675408,0.005917608
turgid,0.477363347,0.444482936,"{""Name"":""turgid"",""Count"":0.477},",,,,,,,,,,,,,,,poinsettia,0.063626597,0.006179119
asa,0.476642407,0.654912995,"{""Name"":""asa"",""Count"":0.477},",,,,,,,,,,,,,,,warnel,0.006371668,0.006179343
lap,0.476567464,0.031875737,"{""Name"":""lap"",""Count"":0.477},",,,,,,,,,,,,,,,myron,0.013631378,0.006189896
senior,0.47636213,0.271490736,"{""Name"":""senior"",""Count"":0.476},",,,,,,,,,,,,,,,vulcan,0.065605905,0.006201464
darr,0.474847439,0.414062378,"{""Name"":""darr"",""Count"":0.475},",,,,,,,,,,,,,,,infect,0.002641989,0.006233638
ti,0.473255277,0.055126708,"{""Name"":""ti"",""Count"":0.473},",,,,,,,,,,,,,,,disjoint,0.045304222,0.006287177
carisa,0.472413525,0.305372427,"{""Name"":""carisa"",""Count"":0.472},",,,,,,,,,,,,,,,metal,0.037429199,0.006384662
saver,0.471486553,0.463216322,"{""Name"":""saver"",""Count"":0.471},",,,,,,,,,,,,,,,syntan,0.091965739,0.006411896
kickout,0.470001168,0.035596116,"{""Name"":""kickout"",""Count"":0.47},",,,,,,,,,,,,,,,poplin,0.053960379,0.006428166
perfectionist,0.466785142,0.163041766,"{""Name"":""perfectionist"",""Count"":0.467},",,,,,,,,,,,,,,,balkan,0.026566653,0.006440261
scoop,0.466556732,0.507306399,"{""Name"":""scoop"",""Count"":0.467},",,,,,,,,,,,,,,,verecund,0.072364314,0.006496471
cornet,0.466300746,0.685627871,"{""Name"":""cornet"",""Count"":0.466},",,,,,,,,,,,,,,,retransmit,0.01671221,0.006513442
calico,0.466162284,0.08503639,"{""Name"":""calico"",""Count"":0.466},",,,,,,,,,,,,,,,premiership,0.028278839,0.006520893
strix,0.464983252,0.71135053,"{""Name"":""strix"",""Count"":0.465},",,,,,,,,,,,,,,,squadron,0.041131971,0.006576529
ion,0.463912919,0.817389273,"{""Name"":""ion"",""Count"":0.464},",,,,,,,,,,,,,,,rime,0.219682255,0.006587009
teeter,0.463853273,0.487193543,"{""Name"":""teeter"",""Count"":0.464},",,,,,,,,,,,,,,,rect,0.062547411,0.006633598
tradition,0.46311388,0.044733779,"{""Name"":""tradition"",""Count"":0.463},",,,,,,,,,,,,,,,bathtub,0.065083524,0.006637189
ean,0.46229305,0.749165682,"{""Name"":""ean"",""Count"":0.462},",,,,,,,,,,,,,,,gunnel,0.02540912,0.006712354
strung,0.461925517,0.197962166,"{""Name"":""strung"",""Count"":0.462},",,,,,,,,,,,,,,,wealth,0.255721509,0.006761712
gi,0.460980232,0.463910014,"{""Name"":""gi"",""Count"":0.461},",,,,,,,,,,,,,,,claro,0.18132919,0.006776858
airmail,0.459517965,0.635983743,"{""Name"":""airmail"",""Count"":0.46},",,,,,,,,,,,,,,,autist,0.075380394,0.006932525
swift,0.458624665,0.752744612,"{""Name"":""swift"",""Count"":0.459},",,,,,,,,,,,,,,,courier,0.134585517,0.006990776
interview,0.458092552,0.926934855,"{""Name"":""interview"",""Count"":0.458},",,,,,,,,,,,,,,,hackman,0.011430788,0.007053378
spleen,0.457585781,0.714706115,"{""Name"":""spleen"",""Count"":0.458},",,,,,,,,,,,,,,,pani,0.040407637,0.007086645
synergist,0.456348069,0.998389555,"{""Name"":""synergist"",""Count"":0.456},",,,,,,,,,,,,,,,rajendra,0.013341435,0.007240134
hake,0.454810354,0.076821176,"{""Name"":""hake"",""Count"":0.455},",,,,,,,,,,,,,,,celesta,0.013706726,0.007263164
kinship,0.454765732,0.661754922,"{""Name"":""kinship"",""Count"":0.455},",,,,,,,,,,,,,,,frith,0.012094077,0.007363024
outland,0.454154983,0.18240395,"{""Name"":""outland"",""Count"":0.454},",,,,,,,,,,,,,,,locust,0.162987059,0.0073774
tonner,0.452663437,0.213852099,"{""Name"":""tonner"",""Count"":0.453},",,,,,,,,,,,,,,,anagram,0.100520071,0.007386247
ender,0.452174102,0.028869718,"{""Name"":""ender"",""Count"":0.452},",,,,,,,,,,,,,,,buzz,0.054688251,0.007476744
till,0.451280092,0.900778503,"{""Name"":""till"",""Count"":0.451},",,,,,,,,,,,,,,,kremlin,0.060353199,0.00750633
khoja,0.451208021,0.80041882,"{""Name"":""khoja"",""Count"":0.451},",,,,,,,,,,,,,,,sharpen,0.131715085,0.007527668
outlast,0.450402298,0.182299133,"{""Name"":""outlast"",""Count"":0.45},",,,,,,,,,,,,,,,knob,0.030206404,0.007532121
shama,0.44902689,0.369637103,"{""Name"":""shama"",""Count"":0.449},",,,,,,,,,,,,,,,quiz,0.068618762,0.007584521
relationship,0.448445873,0.898874352,"{""Name"":""relationship"",""Count"":0.448},",,,,,,,,,,,,,,,kamala,0.190704404,0.007719715
triumphal,0.446320751,0.114425197,"{""Name"":""triumphal"",""Count"":0.446},",,,,,,,,,,,,,,,barnstorm,0.331776654,0.007723228
airfoil,0.444657251,0.498006675,"{""Name"":""airfoil"",""Count"":0.445},",,,,,,,,,,,,,,,dewdrop,0.073448193,0.00780475
watermark,0.442849816,0.612102671,"{""Name"":""watermark"",""Count"":0.443},",,,,,,,,,,,,,,,gambier,0.174692491,0.007850106
lip,0.441628455,0.829685997,"{""Name"":""lip"",""Count"":0.442},",,,,,,,,,,,,,,,scold,0.028523504,0.007867232
hasten,0.439843377,0.396743158,"{""Name"":""hasten"",""Count"":0.44},",,,,,,,,,,,,,,,heartless,0.002821545,0.007886114
regardless,0.439818125,0.516949974,"{""Name"":""regardless"",""Count"":0.44},",,,,,,,,,,,,,,,accomplish,0.10218121,0.007895375
unscrew,0.437996003,0.889723597,"{""Name"":""unscrew"",""Count"":0.438},",,,,,,,,,,,,,,,scient,0.147011649,0.00791372
visigoth,0.437753984,0.71178618,"{""Name"":""visigoth"",""Count"":0.438},",,,,,,,,,,,,,,,decision,0.02267413,0.007952965
rubia,0.435936355,0.740131955,"{""Name"":""rubia"",""Count"":0.436},",,,,,,,,,,,,,,,indiana,0.059747098,0.007962077
